id,framework_code,version_number,control_number,domain_code,domain_name_en,title_en,title_ar,requirement_en,requirement_ar,objective_en,control_type,control_category,maturity_level,priority,is_mandatory,testing_frequency,status
1358,PCI-DSS,4.0,5.46,5,Monitor & Test,Monitor & Test - Control 46,Monitor & Test - ضابط 46,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1359,PCI-DSS,4.0,6.46,6,Policy,Policy - Control 46,Policy - ضابط 46,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1360,PCI-DSS,4.0,1.47,1,Build & Maintain,Build & Maintain - Control 47,Build & Maintain - ضابط 47,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1361,PCI-DSS,4.0,2.47,2,Protect Data,Protect Data - Control 47,Protect Data - ضابط 47,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
1362,PCI-DSS,4.0,3.47,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 47,Vulnerability Mgmt - ضابط 47,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,3,medium,True,monthly,active
1363,PCI-DSS,4.0,4.47,4,Access Control,Access Control - Control 47,Access Control - ضابط 47,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,4,low,True,continuous,active
1364,PCI-DSS,4.0,5.47,5,Monitor & Test,Monitor & Test - Control 47,Monitor & Test - ضابط 47,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,1,critical,True,annually,active
1365,PCI-DSS,4.0,6.47,6,Policy,Policy - Control 47,Policy - ضابط 47,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,2,high,True,quarterly,active
1366,PCI-DSS,4.0,1.48,1,Build & Maintain,Build & Maintain - Control 48,Build & Maintain - ضابط 48,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,3,medium,True,monthly,active
1367,PCI-DSS,4.0,2.48,2,Protect Data,Protect Data - Control 48,Protect Data - ضابط 48,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,4,low,True,continuous,active
1368,PCI-DSS,4.0,3.48,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 48,Vulnerability Mgmt - ضابط 48,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,1,critical,True,annually,active
1369,PCI-DSS,4.0,4.48,4,Access Control,Access Control - Control 48,Access Control - ضابط 48,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,2,high,True,quarterly,active
1370,PCI-DSS,4.0,5.48,5,Monitor & Test,Monitor & Test - Control 48,Monitor & Test - ضابط 48,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1371,PCI-DSS,4.0,6.48,6,Policy,Policy - Control 48,Policy - ضابط 48,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1372,PCI-DSS,4.0,1.49,1,Build & Maintain,Build & Maintain - Control 49,Build & Maintain - ضابط 49,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1373,PCI-DSS,4.0,2.49,2,Protect Data,Protect Data - Control 49,Protect Data - ضابط 49,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
1374,PCI-DSS,4.0,3.49,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 49,Vulnerability Mgmt - ضابط 49,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,3,medium,True,monthly,active
1375,PCI-DSS,4.0,4.49,4,Access Control,Access Control - Control 49,Access Control - ضابط 49,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,4,low,True,continuous,active
1376,PCI-DSS,4.0,5.49,5,Monitor & Test,Monitor & Test - Control 49,Monitor & Test - ضابط 49,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,1,critical,True,annually,active
1377,PCI-DSS,4.0,6.49,6,Policy,Policy - Control 49,Policy - ضابط 49,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,2,high,True,quarterly,active
1378,PCI-DSS,4.0,1.50,1,Build & Maintain,Build & Maintain - Control 50,Build & Maintain - ضابط 50,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,3,medium,True,monthly,active
1379,PCI-DSS,4.0,2.50,2,Protect Data,Protect Data - Control 50,Protect Data - ضابط 50,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,4,low,True,continuous,active
1380,PCI-DSS,4.0,3.50,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 50,Vulnerability Mgmt - ضابط 50,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,1,critical,True,annually,active
1381,PCI-DSS,4.0,4.50,4,Access Control,Access Control - Control 50,Access Control - ضابط 50,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,2,high,True,quarterly,active
1382,PCI-DSS,4.0,5.50,5,Monitor & Test,Monitor & Test - Control 50,Monitor & Test - ضابط 50,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1383,PCI-DSS,4.0,6.50,6,Policy,Policy - Control 50,Policy - ضابط 50,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1384,PCI-DSS,4.0,1.51,1,Build & Maintain,Build & Maintain - Control 51,Build & Maintain - ضابط 51,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1385,PCI-DSS,4.0,2.51,2,Protect Data,Protect Data - Control 51,Protect Data - ضابط 51,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
1386,PCI-DSS,4.0,3.51,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 51,Vulnerability Mgmt - ضابط 51,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,3,medium,True,monthly,active
1387,PCI-DSS,4.0,4.51,4,Access Control,Access Control - Control 51,Access Control - ضابط 51,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,4,low,True,continuous,active
1388,PCI-DSS,4.0,5.51,5,Monitor & Test,Monitor & Test - Control 51,Monitor & Test - ضابط 51,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,1,critical,True,annually,active
1389,PCI-DSS,4.0,6.51,6,Policy,Policy - Control 51,Policy - ضابط 51,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,2,high,True,quarterly,active
1390,PCI-DSS,4.0,1.52,1,Build & Maintain,Build & Maintain - Control 52,Build & Maintain - ضابط 52,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,3,medium,True,monthly,active
1391,PCI-DSS,4.0,2.52,2,Protect Data,Protect Data - Control 52,Protect Data - ضابط 52,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,4,low,True,continuous,active
1392,PCI-DSS,4.0,3.52,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 52,Vulnerability Mgmt - ضابط 52,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,1,critical,True,annually,active
1393,PCI-DSS,4.0,4.52,4,Access Control,Access Control - Control 52,Access Control - ضابط 52,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,2,high,True,quarterly,active
1394,PCI-DSS,4.0,5.52,5,Monitor & Test,Monitor & Test - Control 52,Monitor & Test - ضابط 52,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1395,PCI-DSS,4.0,6.52,6,Policy,Policy - Control 52,Policy - ضابط 52,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1396,PCI-DSS,4.0,1.53,1,Build & Maintain,Build & Maintain - Control 53,Build & Maintain - ضابط 53,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1397,PCI-DSS,4.0,2.53,2,Protect Data,Protect Data - Control 53,Protect Data - ضابط 53,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
1398,PCI-DSS,4.0,3.53,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 53,Vulnerability Mgmt - ضابط 53,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,3,medium,True,monthly,active
1399,PCI-DSS,4.0,4.53,4,Access Control,Access Control - Control 53,Access Control - ضابط 53,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,4,low,True,continuous,active
1400,PCI-DSS,4.0,5.53,5,Monitor & Test,Monitor & Test - Control 53,Monitor & Test - ضابط 53,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,1,critical,True,annually,active
1401,PCI-DSS,4.0,6.53,6,Policy,Policy - Control 53,Policy - ضابط 53,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,2,high,True,quarterly,active
1402,PCI-DSS,4.0,1.54,1,Build & Maintain,Build & Maintain - Control 54,Build & Maintain - ضابط 54,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,3,medium,True,monthly,active
1403,PCI-DSS,4.0,2.54,2,Protect Data,Protect Data - Control 54,Protect Data - ضابط 54,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,4,low,True,continuous,active
1404,PCI-DSS,4.0,3.54,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 54,Vulnerability Mgmt - ضابط 54,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,1,critical,True,annually,active
1405,PCI-DSS,4.0,4.54,4,Access Control,Access Control - Control 54,Access Control - ضابط 54,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,2,high,True,quarterly,active
1406,PCI-DSS,4.0,5.54,5,Monitor & Test,Monitor & Test - Control 54,Monitor & Test - ضابط 54,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1407,PCI-DSS,4.0,6.54,6,Policy,Policy - Control 54,Policy - ضابط 54,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1408,PCI-DSS,4.0,1.55,1,Build & Maintain,Build & Maintain - Control 55,Build & Maintain - ضابط 55,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1409,PCI-DSS,4.0,2.55,2,Protect Data,Protect Data - Control 55,Protect Data - ضابط 55,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
1410,PCI-DSS,4.0,3.55,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 55,Vulnerability Mgmt - ضابط 55,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,3,medium,True,monthly,active
1411,PCI-DSS,4.0,4.55,4,Access Control,Access Control - Control 55,Access Control - ضابط 55,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,4,low,True,continuous,active
1412,PCI-DSS,4.0,5.55,5,Monitor & Test,Monitor & Test - Control 55,Monitor & Test - ضابط 55,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,1,critical,True,annually,active
1413,PCI-DSS,4.0,6.55,6,Policy,Policy - Control 55,Policy - ضابط 55,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,2,high,True,quarterly,active
1414,PCI-DSS,4.0,1.56,1,Build & Maintain,Build & Maintain - Control 56,Build & Maintain - ضابط 56,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,3,medium,True,monthly,active
1415,PCI-DSS,4.0,2.56,2,Protect Data,Protect Data - Control 56,Protect Data - ضابط 56,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,4,low,True,continuous,active
1416,PCI-DSS,4.0,3.56,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 56,Vulnerability Mgmt - ضابط 56,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,1,critical,True,annually,active
1417,PCI-DSS,4.0,4.56,4,Access Control,Access Control - Control 56,Access Control - ضابط 56,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,2,high,True,quarterly,active
1418,PCI-DSS,4.0,5.56,5,Monitor & Test,Monitor & Test - Control 56,Monitor & Test - ضابط 56,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,3,medium,True,monthly,active
1419,PCI-DSS,4.0,6.56,6,Policy,Policy - Control 56,Policy - ضابط 56,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,4,low,True,continuous,active
1420,PCI-DSS,4.0,1.57,1,Build & Maintain,Build & Maintain - Control 57,Build & Maintain - ضابط 57,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,1,critical,True,annually,active
1421,PCI-DSS,4.0,2.57,2,Protect Data,Protect Data - Control 57,Protect Data - ضابط 57,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,2,high,True,quarterly,active
1422,PCI-DSS,4.0,3.57,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 57,Vulnerability Mgmt - ضابط 57,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,3,medium,True,monthly,active
1423,PCI-DSS,4.0,4.57,4,Access Control,Access Control - Control 57,Access Control - ضابط 57,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,4,low,True,continuous,active
1424,PCI-DSS,4.0,5.57,5,Monitor & Test,Monitor & Test - Control 57,Monitor & Test - ضابط 57,The organization shall implement monitor & test controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Monitor & Test لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective monitor & test practices,detective,technical,1,critical,True,annually,active
1425,PCI-DSS,4.0,6.57,6,Policy,Policy - Control 57,Policy - ضابط 57,The organization shall implement policy controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Policy لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective policy practices,corrective,operational,2,high,True,quarterly,active
1426,PCI-DSS,4.0,1.58,1,Build & Maintain,Build & Maintain - Control 58,Build & Maintain - ضابط 58,The organization shall implement build & maintain controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Build & Maintain لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective build & maintain practices,preventive,administrative,3,medium,True,monthly,active
1427,PCI-DSS,4.0,2.58,2,Protect Data,Protect Data - Control 58,Protect Data - ضابط 58,The organization shall implement protect data controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Protect Data لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective protect data practices,detective,technical,4,low,True,continuous,active
1428,PCI-DSS,4.0,3.58,3,Vulnerability Mgmt,Vulnerability Mgmt - Control 58,Vulnerability Mgmt - ضابط 58,The organization shall implement vulnerability mgmt controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Vulnerability Mgmt لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective vulnerability mgmt practices,corrective,operational,1,critical,True,annually,active
1429,PCI-DSS,4.0,4.58,4,Access Control,Access Control - Control 58,Access Control - ضابط 58,The organization shall implement access control controls to ensure compliance with Payment Card Industry Data Security Standard requirements.,يجب على المنظمة تطبيق ضوابط Access Control لضمان الامتثال لمتطلبات معيار أمان بيانات صناعة بطاقات الدفع,To establish effective access control practices,preventive,administrative,2,high,True,quarterly,active
