lifecycle_id,mapping_id,control_id,framework_code,control_number,evidence_type_code,stage_code,stage_name_en,stage_name_ar,stage_order,duration_days,responsible_role,is_active_stage
2590,216,59,NCA-ECC,2-15-1,LOG,RETAIN,Retention,الاحتفاظ,10,360,Records Manager,True
2591,216,59,NCA-ECC,2-15-1,LOG,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2592,216,59,NCA-ECC,2-15-1,LOG,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2593,217,59,NCA-ECC,2-15-1,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2594,217,59,NCA-ECC,2-15-1,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
2595,217,59,NCA-ECC,2-15-1,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2596,217,59,NCA-ECC,2-15-1,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2597,217,59,NCA-ECC,2-15-1,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2598,217,59,NCA-ECC,2-15-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
2599,217,59,NCA-ECC,2-15-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2600,217,59,NCA-ECC,2-15-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2601,217,59,NCA-ECC,2-15-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2602,217,59,NCA-ECC,2-15-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2603,217,59,NCA-ECC,2-15-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2604,217,59,NCA-ECC,2-15-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2605,218,59,NCA-ECC,2-15-1,TEST_RESULT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2606,218,59,NCA-ECC,2-15-1,TEST_RESULT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2607,218,59,NCA-ECC,2-15-1,TEST_RESULT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2608,218,59,NCA-ECC,2-15-1,TEST_RESULT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2609,218,59,NCA-ECC,2-15-1,TEST_RESULT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2610,218,59,NCA-ECC,2-15-1,TEST_RESULT,STORE,Storage,التخزين,6,1,GRC Platform,True
2611,218,59,NCA-ECC,2-15-1,TEST_RESULT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2612,218,59,NCA-ECC,2-15-1,TEST_RESULT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2613,218,59,NCA-ECC,2-15-1,TEST_RESULT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2614,218,59,NCA-ECC,2-15-1,TEST_RESULT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2615,218,59,NCA-ECC,2-15-1,TEST_RESULT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2616,218,59,NCA-ECC,2-15-1,TEST_RESULT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2617,219,60,NCA-ECC,2-15-2,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2618,219,60,NCA-ECC,2-15-2,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
2619,219,60,NCA-ECC,2-15-2,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2620,219,60,NCA-ECC,2-15-2,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2621,219,60,NCA-ECC,2-15-2,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2622,219,60,NCA-ECC,2-15-2,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
2623,219,60,NCA-ECC,2-15-2,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2624,219,60,NCA-ECC,2-15-2,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2625,219,60,NCA-ECC,2-15-2,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2626,219,60,NCA-ECC,2-15-2,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2627,219,60,NCA-ECC,2-15-2,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2628,219,60,NCA-ECC,2-15-2,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2629,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2630,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2631,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2632,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2633,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2634,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
2635,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2636,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2637,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2638,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,RETAIN,Retention,الاحتفاظ,10,720,Records Manager,True
2639,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2640,220,60,NCA-ECC,2-15-2,CODE_REVIEW_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2641,221,60,NCA-ECC,2-15-2,SAST_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2642,221,60,NCA-ECC,2-15-2,SAST_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2643,221,60,NCA-ECC,2-15-2,SAST_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2644,221,60,NCA-ECC,2-15-2,SAST_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2645,221,60,NCA-ECC,2-15-2,SAST_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2646,221,60,NCA-ECC,2-15-2,SAST_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
2647,221,60,NCA-ECC,2-15-2,SAST_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2648,221,60,NCA-ECC,2-15-2,SAST_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2649,221,60,NCA-ECC,2-15-2,SAST_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2650,221,60,NCA-ECC,2-15-2,SAST_REPORT,RETAIN,Retention,الاحتفاظ,10,720,Records Manager,True
2651,221,60,NCA-ECC,2-15-2,SAST_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2652,221,60,NCA-ECC,2-15-2,SAST_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2653,222,60,NCA-ECC,2-15-2,DAST_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2654,222,60,NCA-ECC,2-15-2,DAST_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2655,222,60,NCA-ECC,2-15-2,DAST_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2656,222,60,NCA-ECC,2-15-2,DAST_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2657,222,60,NCA-ECC,2-15-2,DAST_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2658,222,60,NCA-ECC,2-15-2,DAST_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
2659,222,60,NCA-ECC,2-15-2,DAST_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2660,222,60,NCA-ECC,2-15-2,DAST_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2661,222,60,NCA-ECC,2-15-2,DAST_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2662,222,60,NCA-ECC,2-15-2,DAST_REPORT,RETAIN,Retention,الاحتفاظ,10,720,Records Manager,True
2663,222,60,NCA-ECC,2-15-2,DAST_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2664,222,60,NCA-ECC,2-15-2,DAST_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2665,223,61,NCA-ECC,3-1-1,BCP_DRP,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2666,223,61,NCA-ECC,3-1-1,BCP_DRP,PLAN,Planning,التخطيط,2,7,Control Owner,False
2667,223,61,NCA-ECC,3-1-1,BCP_DRP,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2668,223,61,NCA-ECC,3-1-1,BCP_DRP,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2669,223,61,NCA-ECC,3-1-1,BCP_DRP,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2670,223,61,NCA-ECC,3-1-1,BCP_DRP,STORE,Storage,التخزين,6,1,GRC Platform,True
2671,223,61,NCA-ECC,3-1-1,BCP_DRP,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2672,223,61,NCA-ECC,3-1-1,BCP_DRP,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2673,223,61,NCA-ECC,3-1-1,BCP_DRP,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2674,223,61,NCA-ECC,3-1-1,BCP_DRP,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2675,223,61,NCA-ECC,3-1-1,BCP_DRP,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2676,223,61,NCA-ECC,3-1-1,BCP_DRP,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2677,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2678,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2679,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2680,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2681,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2682,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,STORE,Storage,التخزين,6,1,GRC Platform,True
2683,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2684,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2685,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2686,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2687,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2688,224,61,NCA-ECC,3-1-1,RISK_ASSESSMENT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2689,225,61,NCA-ECC,3-1-1,POLICY,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2690,225,61,NCA-ECC,3-1-1,POLICY,PLAN,Planning,التخطيط,2,7,Control Owner,False
2691,225,61,NCA-ECC,3-1-1,POLICY,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2692,225,61,NCA-ECC,3-1-1,POLICY,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2693,225,61,NCA-ECC,3-1-1,POLICY,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2694,225,61,NCA-ECC,3-1-1,POLICY,STORE,Storage,التخزين,6,1,GRC Platform,True
2695,225,61,NCA-ECC,3-1-1,POLICY,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2696,225,61,NCA-ECC,3-1-1,POLICY,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2697,225,61,NCA-ECC,3-1-1,POLICY,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2698,225,61,NCA-ECC,3-1-1,POLICY,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2699,225,61,NCA-ECC,3-1-1,POLICY,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2700,225,61,NCA-ECC,3-1-1,POLICY,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2701,226,61,NCA-ECC,3-1-1,TEST_RESULT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2702,226,61,NCA-ECC,3-1-1,TEST_RESULT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2703,226,61,NCA-ECC,3-1-1,TEST_RESULT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2704,226,61,NCA-ECC,3-1-1,TEST_RESULT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2705,226,61,NCA-ECC,3-1-1,TEST_RESULT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2706,226,61,NCA-ECC,3-1-1,TEST_RESULT,STORE,Storage,التخزين,6,1,GRC Platform,True
2707,226,61,NCA-ECC,3-1-1,TEST_RESULT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2708,226,61,NCA-ECC,3-1-1,TEST_RESULT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2709,226,61,NCA-ECC,3-1-1,TEST_RESULT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2710,226,61,NCA-ECC,3-1-1,TEST_RESULT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2711,226,61,NCA-ECC,3-1-1,TEST_RESULT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2712,226,61,NCA-ECC,3-1-1,TEST_RESULT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2713,227,62,NCA-ECC,3-1-2,BCP_DRP,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2714,227,62,NCA-ECC,3-1-2,BCP_DRP,PLAN,Planning,التخطيط,2,7,Control Owner,False
2715,227,62,NCA-ECC,3-1-2,BCP_DRP,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2716,227,62,NCA-ECC,3-1-2,BCP_DRP,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2717,227,62,NCA-ECC,3-1-2,BCP_DRP,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2718,227,62,NCA-ECC,3-1-2,BCP_DRP,STORE,Storage,التخزين,6,1,GRC Platform,True
2719,227,62,NCA-ECC,3-1-2,BCP_DRP,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2720,227,62,NCA-ECC,3-1-2,BCP_DRP,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2721,227,62,NCA-ECC,3-1-2,BCP_DRP,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2722,227,62,NCA-ECC,3-1-2,BCP_DRP,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2723,227,62,NCA-ECC,3-1-2,BCP_DRP,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2724,227,62,NCA-ECC,3-1-2,BCP_DRP,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2725,228,62,NCA-ECC,3-1-2,BCP_TEST,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2726,228,62,NCA-ECC,3-1-2,BCP_TEST,PLAN,Planning,التخطيط,2,7,Control Owner,False
2727,228,62,NCA-ECC,3-1-2,BCP_TEST,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2728,228,62,NCA-ECC,3-1-2,BCP_TEST,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2729,228,62,NCA-ECC,3-1-2,BCP_TEST,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2730,228,62,NCA-ECC,3-1-2,BCP_TEST,STORE,Storage,التخزين,6,1,GRC Platform,True
2731,228,62,NCA-ECC,3-1-2,BCP_TEST,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2732,228,62,NCA-ECC,3-1-2,BCP_TEST,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2733,228,62,NCA-ECC,3-1-2,BCP_TEST,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2734,228,62,NCA-ECC,3-1-2,BCP_TEST,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2735,228,62,NCA-ECC,3-1-2,BCP_TEST,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2736,228,62,NCA-ECC,3-1-2,BCP_TEST,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2737,229,62,NCA-ECC,3-1-2,REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2738,229,62,NCA-ECC,3-1-2,REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2739,229,62,NCA-ECC,3-1-2,REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2740,229,62,NCA-ECC,3-1-2,REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2741,229,62,NCA-ECC,3-1-2,REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2742,229,62,NCA-ECC,3-1-2,REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
2743,229,62,NCA-ECC,3-1-2,REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2744,229,62,NCA-ECC,3-1-2,REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2745,229,62,NCA-ECC,3-1-2,REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2746,229,62,NCA-ECC,3-1-2,REPORT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2747,229,62,NCA-ECC,3-1-2,REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2748,229,62,NCA-ECC,3-1-2,REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2749,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2750,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,PLAN,Planning,التخطيط,2,7,Control Owner,False
2751,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2752,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2753,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2754,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,STORE,Storage,التخزين,6,1,GRC Platform,True
2755,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2756,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2757,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2758,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
2759,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2760,230,62,NCA-ECC,3-1-2,MEETING_MINUTES,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2761,231,63,NCA-ECC,3-1-3,TEST_RESULT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2762,231,63,NCA-ECC,3-1-3,TEST_RESULT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2763,231,63,NCA-ECC,3-1-3,TEST_RESULT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2764,231,63,NCA-ECC,3-1-3,TEST_RESULT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2765,231,63,NCA-ECC,3-1-3,TEST_RESULT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2766,231,63,NCA-ECC,3-1-3,TEST_RESULT,STORE,Storage,التخزين,6,1,GRC Platform,True
2767,231,63,NCA-ECC,3-1-3,TEST_RESULT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2768,231,63,NCA-ECC,3-1-3,TEST_RESULT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2769,231,63,NCA-ECC,3-1-3,TEST_RESULT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2770,231,63,NCA-ECC,3-1-3,TEST_RESULT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2771,231,63,NCA-ECC,3-1-3,TEST_RESULT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2772,231,63,NCA-ECC,3-1-3,TEST_RESULT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2773,232,63,NCA-ECC,3-1-3,REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2774,232,63,NCA-ECC,3-1-3,REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2775,232,63,NCA-ECC,3-1-3,REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2776,232,63,NCA-ECC,3-1-3,REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2777,232,63,NCA-ECC,3-1-3,REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2778,232,63,NCA-ECC,3-1-3,REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
2779,232,63,NCA-ECC,3-1-3,REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2780,232,63,NCA-ECC,3-1-3,REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2781,232,63,NCA-ECC,3-1-3,REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2782,232,63,NCA-ECC,3-1-3,REPORT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2783,232,63,NCA-ECC,3-1-3,REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2784,232,63,NCA-ECC,3-1-3,REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2785,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2786,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2787,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2788,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2789,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2790,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,STORE,Storage,التخزين,6,1,GRC Platform,True
2791,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2792,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2793,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2794,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,RETAIN,Retention,الاحتفاظ,10,1800,Records Manager,True
2795,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2796,233,63,NCA-ECC,3-1-3,INCIDENT_REPORT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2797,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2798,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,PLAN,Planning,التخطيط,2,7,Control Owner,False
2799,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2800,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2801,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2802,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,STORE,Storage,التخزين,6,1,GRC Platform,True
2803,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2804,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2805,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2806,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2807,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2808,234,64,NCA-ECC,3-1-4,ARCHITECTURE_DIAGRAM,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2809,235,64,NCA-ECC,3-1-4,TEST_RESULT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
2810,235,64,NCA-ECC,3-1-4,TEST_RESULT,PLAN,Planning,التخطيط,2,7,Control Owner,False
2811,235,64,NCA-ECC,3-1-4,TEST_RESULT,COLLECT,Collection,الجمع,3,14,Evidence Collector,False
2812,235,64,NCA-ECC,3-1-4,TEST_RESULT,VALIDATE,Validation,التحقق,4,7,Quality Reviewer,False
2813,235,64,NCA-ECC,3-1-4,TEST_RESULT,APPROVE,Approval,الموافقة,5,5,Manager/CISO,False
2814,235,64,NCA-ECC,3-1-4,TEST_RESULT,STORE,Storage,التخزين,6,1,GRC Platform,True
2815,235,64,NCA-ECC,3-1-4,TEST_RESULT,USE,Active Use,الاستخدام النشط,7,365,Audit Function,True
2816,235,64,NCA-ECC,3-1-4,TEST_RESULT,REVIEW,Periodic Review,المراجعة الدورية,8,30,Internal Audit,False
2817,235,64,NCA-ECC,3-1-4,TEST_RESULT,REFRESH,Refresh,التحديث,9,14,Control Owner,False
2818,235,64,NCA-ECC,3-1-4,TEST_RESULT,RETAIN,Retention,الاحتفاظ,10,1080,Records Manager,True
2819,235,64,NCA-ECC,3-1-4,TEST_RESULT,ARCHIVE,Archive,الأرشفة,11,1,IT Operations,False
2820,235,64,NCA-ECC,3-1-4,TEST_RESULT,DISPOSE,Disposal,التخلص,12,1,Records Manager,False
2821,236,64,NCA-ECC,3-1-4,CONTRACT,DEFINE,Definition,التعريف,1,7,Compliance Officer,False
